index,location,description,secs,category,CDNumber,CDName,tracknum,isCrowd,bitRate,isStereo,duration
737,07064056.wav,"Applause from a small group of people (twice) - 1966 (63A,reprocessed)",30,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,26,1,44100,2,36.29333333333334
738,07064057.wav,"Applause from a small group of people (twice) - 1966 (63A,reprocessed)",18,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,27,1,44100,2,24.533333333333335
739,07064058.wav,"Applause from a small group of people - 1966 (63A,reprocessed)",19,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,28,1,44100,2,25.573333333333334
740,07064059.wav,"Applause from 30 people - 1966 (63A,reprocessed)",8,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,29,1,44100,2,14.493333333333334
741,07064060.wav,"Applause from 30 people - 1966 (63A,reprocessed)",13,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,30,1,44100,2,19.906666666666666
742,07064061.wav,"Applause from 50 people - 1966 (63A,reprocessed)",12,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,31,1,44100,2,18.626666666666665
743,07064062.wav,"Applause from 50 people - 1966 (63A,reprocessed)",10,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,32,1,44100,2,15.306666666666667
744,07064063.wav,"Applause from 50 people - 1966 (63A,reprocessed)",10,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,33,1,44100,2,15.826666666666666
745,07064064.wav,"Applause from 50 people - 1966 (63A,reprocessed)",12,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,34,1,44100,2,18.733333333333334
746,07064065.wav,"Applause from 250 people - 1966 (63A,reprocessed)",11,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,35,1,44100,2,17.2
747,07064066.wav,"Applause from 250 people - 1966 (63A,reprocessed)",18,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,36,1,44100,2,24.30666666666667
748,07064070.wav,"Crowds in large entrance hall with turnstiles - 1983 (1C29,reprocessed)",280,Halls,ECD087,Interiors - Theatres and Halls,40,1,44100,2,285.26666666666665
749,07064071.wav,"Crowds in a large entrance hall, with turnstiles at close perspective - 1983 (1C29,reprocessed)",270,Halls,ECD087,Interiors - Theatres and Halls,41,1,44100,2,275.46666666666664
750,07064072.wav,Crowd atmosphere in an exhibition hall - 1974,297,Exhibition Halls,ECD087,Interiors - Theatres and Halls,42,1,44100,2,301.6666666666667
751,07064074.wav,"Crowd arrives for meeting in hall - 1981 (1C24,reprocessed)",315,Halls,ECD087,Interiors - Theatres and Halls,44,1,44100,2,321.44
752,07065019.wav,"Westminster Abbey, London, crowd atmosphere with voices and footsteps - 1972 (1C4,reprocessed)",307,Abbeys,ECD090,Ecclesiastical Effects 1,2,1,44100,2,307.6666666666667
753,07065020.wav,"Buckfast Abbey, Devon, subdued crowd in abbey - 1982 (1C27,reprocessed)",302,Abbeys,ECD090,Ecclesiastical Effects 1,3,1,44100,2,302.53333333333336
754,07065023.wav,"Church atmosphere at Stratford-on-Avon with crowd - 1972 (1C4,reprocessed)",306,Churches,ECD090,Ecclesiastical Effects 1,6,1,44100,2,307.17333333333335
755,07065064.wav,"Busy lunchtime in a public house in the West End of London - 1972 (1R1,reprocessed)",356,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,1,1,44100,2,357.48
756,07065065.wav,"Atmosphere in a public house in the City of London, with ventilation hum - 1972 (1R1,reprocessed)",360,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,2,1,44100,2,361.73333333333335
757,07065066.wav,"Mixed chatter in a busy public house - 1975 (1R5,reprocessed)",360,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,3,1,44100,2,361.62666666666667
758,07065067.wav,"Atmosphere in a busy Cotswold pub - 1974 (1R6,reprocessed)",365,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,4,1,44100,2,367.1066666666667
759,07065068.wav,"Atmosphere in a large club bar (recorded at Twickenham Rugby Union football club bar) - 1975 (1R5,reprocessed)",360,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,5,1,44100,2,361.28
760,07065069.wav,"Sports club bar, atmosphere and mixed chatter - Nov '1979 (1C19,reprocessed)",359,Crowds: Interior: Chatter,ECD084,Interiors - Pubs and Clubs,6,1,44100,2,360.18666666666667
761,07065072.wav,"Club atmosphere, busy mixed chatter, close perspective - 1981 (1C25,reprocessed)",366,Crowds: Interior: Chatter,ECD084,Interiors - Pubs and Clubs,9,1,44100,2,365.62666666666667
762,07065073.wav,"Club atmosphere, busy mixed chatter at mealtime (mid-distance) - 1981 (1C25,reprocessed)",362,Crowds: Interior: Chatter,ECD084,Interiors - Pubs and Clubs,10,1,44100,2,363.0933333333333
763,07066005.wav,"Crowd in hamburger fast food store - 1982 (1C27,reprocessed)",299,Restaurants,ECD083,Interiors - Restaurants,5,1,44100,2,305.46666666666664
764,07066013.wav,"Atmosphere in a crowded tea marquee - 1981 (1C23,reprocessed)",284,Tents,ECD083,Interiors - Restaurants,13,1,44100,2,290.0
765,07066014.wav,"Mixed crowd in a busy tea tent - June '1980 (1R7,reprocessed)",301,Tents,ECD083,Interiors - Restaurants,14,1,44100,2,301.2
766,07068042.wav,"Interior - crowded hall/foyer atmosphere (rec. Bucharest), unintelligible continuous conversation in large live accoustic.",310,Crowds: Interior,ECD142,Romania 2,2,1,44100,2,314.94666666666666
767,07068075.wav,"Exterior - metro train ride, train arrives and stops, boarded, doors close, interior - not crowded some voices; travel two station stops - exterior - exit onto quiet platform.",354,Romania,ECD141,Romania 1,13,1,44100,2,356.16
768,07070181.wav,"Thai Boxing Match, interior, large crowd watching whole round of boxing. (Recorded at the Lumpini Stadium, Bangkok.)",198,Sports: Boxing,ECD166,Thailand 1,1,1,44100,2,202.82
769,07070208.wav,Crowded street (New Orleans),217,New Orleans,ECD121,America 2,3,1,44100,2,221.90666666666667
770,07072151.wav,"General fairground atmosphere - Nov. '1980 (recorded Battersea Funfair) (5F1,reprocessed)",185,Crowds: Exterior,ECD082,Fairgrounds and The Circus,1,1,44100,2,191.96
771,07072152.wav,"Crowd atmosphere with indistinct band in background - Jan '1980 (5F3,reprocessed)",300,Crowds: Exterior,ECD082,Fairgrounds and The Circus,2,1,44100,2,305.8666666666667
772,07072154.wav,"Crowd atmosphere with steam roundabouts and indistinct music from steam organ - Aug '1966 (38A,reprocessed)",242,Crowds: Exterior,ECD082,Fairgrounds and The Circus,4,1,44100,2,246.8
773,07072155.wav,"Atmosphere in an amusement arcade at a fairground with background fairground atmosphere - Jan '1980 (5F3,reprocessed)",276,Crowds: Interior,ECD082,Fairgrounds and The Circus,5,1,44100,2,281.7733333333333
774,07072156.wav,"Amusement arcade atmosphere - Nov '1980 (recorded Battersea Funfair) (5F1,reprocessed) (tecnical note - to be used at low level)",227,Crowds: Interior,ECD082,Fairgrounds and The Circus,6,1,44100,2,233.46666666666667
775,07072167.wav,"People shouting and screaming in the Rotor as the machine operates - July '1966 (38C,reprocessed)",145,Crowds: Exterior: Shouting,ECD082,Fairgrounds and The Circus,17,1,44100,2,152.86666666666667
776,07072173.wav,"Big top crowd atmosphere, mainly indistinct speech with generator in background - Nov '1979 (1C20,reprocessed)",300,Circuses,ECD082,Fairgrounds and The Circus,23,1,44100,2,305.17333333333335
777,07073001.wav,Crowd assembling ,374,Sports: Boxing: Amateur,ECD153,Boxing & Wrestling,1,1,44100,2,379.8
778,07073011.wav,"Rowdy crowd with booing, etc. ",175,Sports: Boxing: Professional,ECD153,Boxing & Wrestling,11,1,44100,2,179.10666666666665
779,07073024.wav,Animated crowd reaction ,284,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,24,1,44100,2,287.49333333333334
780,07074035.wav,American chatter; medium-sized crowd in dining hall of US Air Force base.,320,Crowds: Interior,ECD160,Restaurants & Kitchens,9,1,44100,2,324.24
781,07074036.wav,American chatter; large mixed crowd in dining hall of US Air Force base.,320,Crowds: Interior,ECD160,Restaurants & Kitchens,10,1,44100,2,324.4266666666667
782,07074145.wav,"Small group cheering - 1972 (7K, reprocessed)",17,Crowds: Comedy,ECD095,Comedy 2,53,1,44100,2,21.093333333333334
783,07074146.wav,"Small group, half-hearted hurrahs - 1967 (7E, reprocessed)",17,Crowds: Comedy,ECD095,Comedy 2,54,1,44100,2,21.04
784,07074147.wav,"Mixed group booing and bleating - 1967 (7E, reprocessed)",56,Crowds: Comedy,ECD095,Comedy 2,55,1,44100,2,60.0
785,07074149.wav,"English club chatter - 1967 (7E, reprocessed)",51,Crowds: Comedy,ECD095,Comedy 2,57,1,44100,2,55.4
786,07074150.wav,"Crowd panic and rush for exits - 1967 (7E, reprocessed)",18,Crowds: Comedy,ECD095,Comedy 2,58,1,44100,2,21.826666666666668
787,07074151.wav,"Crowd panics - 1968 (7H, reprocessed)",19,Crowds: Comedy,ECD095,Comedy 2,59,1,44100,2,23.506666666666668
788,07074152.wav,"Busy English market - 1967 (7E, reprocessed)",69,Crowds: Comedy,ECD095,Comedy 2,60,1,44100,2,72.73333333333333
789,07074153.wav,"Small crowd gasps - 1969 (169C, reprocessed)",8,Crowds: Comedy,ECD095,Comedy 2,61,1,44100,2,12.266666666666667
790,07074191.wav,"Crowds and manual cash registers - Woolworths - 1975 (1C26,reprocessed)",306,Cash Registers,ECD085,Interiors - Shops and Cash Registers,3,1,44100,2,311.1066666666667
791,07075002.wav,Rowdy crowd at boxing match with occasional booing.,184,Sports: Boxing: Professional,EC96D,Professional Boxing,2,1,44100,2,184.35102040816327
792,07075033.wav,Animated crowd reaction at a wrestling match.,302,Wrestling,EC96J,Indoor Wrestling,2,1,44100,2,302.93532879818594
